id,lon,lat
PZE_109029456,-99.4776388889,17.39175
PZE_109029456,-104.18,19.9
PZE_109029456,-104.11,19.91
PZE_109029456,-97.02,16.35
PZE_109029456,-103.98,19.44
PZE_109029456,-104.4078888889,20.6273055556
PZE_109029456,-101.21,19.06
PZE_109029456,-104.05,19.96
PZE_109029456,-100.49,19.23
PZE_109029456,-99.3683055556,17.4599166667
PZE_109029456,-99.218,18.2376944444
PZE_109029456,-97.02,16.35
PZE_109029456,-104,19.95
PZE_109029456,-104.17675,19.8961388889
PZE_109029456,-104.8718611111,19.7324722222
PZE_109029456,-104.05825,19.5353611111
PZE_109029456,-100.4214444444,19.3273888889
PZE_109029456,-99.2854722222,16.9811388889
PZE_109029456,-99.8410833333,18.3498333333
PZE_109029456,-104.8048888889,19.7154444444
PZE_104055811,-99.81,18.36
PZE_104055811,-99.9084166667,18.411
PZE_104055811,-104.41,20.82
PZE_104055811,-99.4776388889,17.39175
PZE_104055811,-99.28,16.98
PZE_104055811,-104.18,19.9
PZE_104055811,-104.11,19.91
PZE_104055811,-97.02,16.35
PZE_104055811,-103.98,19.44
PZE_104055811,-104.4078888889,20.6273055556
PZE_104055811,-101.21,19.06
PZE_104055811,-104.05,19.96
PZE_104055811,-100.49,19.23
PZE_104055811,-99.3683055556,17.4599166667
PZE_104055811,-99.218,18.2376944444
PZE_104055811,-97.02,16.35
PZE_104055811,-104,19.95
PZE_104055811,-104.17675,19.8961388889
PZE_104055811,-104.8718611111,19.7324722222
PZE_104055811,-104.05825,19.5353611111
PZE_104055811,-100.4214444444,19.3273888889
PZE_104055811,-99.2854722222,16.9811388889
PZE_104055811,-99.8410833333,18.3498333333
PZE_104055811,-104.8048888889,19.7154444444
PZE_110066900,-99.81,18.36
PZE_110066900,-99.9084166667,18.411
PZE_110066900,-104.41,20.82
PZE_110066900,-99.4776388889,17.39175
PZE_110066900,-99.28,16.98
PZE_110066900,-104.18,19.9
PZE_110066900,-104.11,19.91
PZE_110066900,-97.02,16.35
PZE_110066900,-103.98,19.44
PZE_110066900,-104.4078888889,20.6273055556
PZE_110066900,-101.21,19.06
PZE_110066900,-104.05,19.96
PZE_110066900,-100.49,19.23
PZE_110066900,-99.3683055556,17.4599166667
PZE_110066900,-99.218,18.2376944444
PZE_110066900,-97.02,16.35
PZE_110066900,-104,19.95
PZE_110066900,-104.17675,19.8961388889
PZE_110066900,-104.05825,19.5353611111
PZE_110066900,-100.4214444444,19.3273888889
PZE_110066900,-99.2854722222,16.9811388889
PZE_110066900,-99.8410833333,18.3498333333
PZE_110066900,-104.8048888889,19.7154444444
